CommentID,VideoID,VideoTitle,AuthorName,AuthorChannelID,CommentText,Sentiment,Likes,Replies,PublishedAt,CountryCode,CategoryID,comment_length,text_fr
UgwhDZS9UWKfB0CwfnR4AaABAg,-cGtejHYRwg,"NAG-VIRAL NA SAMPAGUITA VENDOR, ISKOLAR AT WALANG KAUGNAYAN SA SINDIKATO",@renzkierenrenrenren452,UCe58xItxWM3rynh_8tQjr_g,Sana nlng hindi na isasali ang bloger kung hindi niya kinohanan ng video yong pangyayari hindi natin alam kung ano talaga ang pangrarayi,Negative,0,0,2025-01-19 10:34:50,PH,25,136,Sana nlng hindi na isasali ang bloger kung hindi niya kinohanan ng video yong pangyayari hindi natin alam kung ano talaga ang pangrarayi
Ugxa9ZDLf0Dr_IfL_6h4AaABAg,STL8ESuETmM,How to Calculate Time Complexity of an Algorithm + Solved Questions (With Notes),@AbdullahAmjad-v3h,UCZ4LDe52iDXyxcpDii9XxBQ,37:33 Big of n O(n) as the function will sum all the nodes of BST,Positive,0,0,2024-08-06 01:18:42,IN,27,65,37:33 Gros de n O(n) comme la fonction va résumer tous les nœuds de BST
UgzbdR24CVlQ40lb6T54AaABAg,3a8dScJg6O0,I Was The FIRST To Game On The RTX 5090 - NVIDIA 50 Series Announcement,@gamma2816,UCCom2W8D_OvM95y-q0rK1eQ,"Fake frames just don't feel the same so I don't see much point in it, BUTTTT and it's a big but, I can see a use case for this tech in something like VR to make the experience smoother andcalao wider screens with DLSS as it wouldn't be so demanding at that point. So sure I love the tech, but for PC enthusiasts, this means more latency, blurrier games, less need for optimisation so it will be a lost artnas explained by 'Threat Interactive' and just more and more reliance on fancy tech rather than actually improvements.

It is strange to me how all of you hype this up when not too many years ago it was seen as a scam and I'm just confused. What am I talking about? Well remember how back in the day it was a HUGE deal that ASUS released a NATIVE 240Hz monitor? The first of its kind and not like the other brands that had to (at the time) FAKE it by generating frames in between to make it look like 165Hz etc? I know the tech has gotten better, but it's funny to me how gamers used to celebrate native performance and look down on fake generation and demanded better, now we're celebrating that very thing.

Turn off all the AI tech and compare the cards that way and let yourself realise you're paying multiple month salaries for that miniscule improvement, you aren't paying for the card, you're paying for the AI at this point, an AI to fool you into thinking the card is more powerful than it is. Again it LOOKS cool and might even FEEL cool just walking around and chill gaming, but how responsive and smooth is it really during extreme high intensity stuff most of you will do? Or are you really planning on buying this card for walking around in gaming? Even as a single player old chill man at this point I have to question this.

If you prefer it, cool, genuinely, that's yoyr opinion and it's awesome, I just cannot justify the pricing and the idea of quite literally paying to be fooled that you have a strong PC by an AI, it's werid to me.",Negative,0,0,2025-01-12 14:03:48,AU,28,1958,"J'ai un cas d'utilisation pour cette technologie dans quelque chose comme VR pour rendre l'expérience plus lisse et plus large avec DLSS comme il ne serait pas si exigeant à ce moment-là. Alors sûr que j'aime la technologie, mais pour les amateurs de PC, cela signifie plus de latence, des jeux plus flous, moins besoin d'optimisation de sorte que ce sera une artnas perdue expliqué par 'Threat Interactive' et juste de plus en plus de se fier à la technologie de fantaisie plutôt que d'améliorer réellement. Il est étrange pour moi comment vous tous hype cela quand il n'y a pas trop d'années il a été vu comme une arnaque et je suis juste confus."
Ugy1LpIlTnNuQo02G5x4AaABAg,-btiNAtKglw,Jim Davidson - Trudeau gone… Starmer next?,@gherkamum,UCdgLT6nY7G2D-l9uoNT5mbQ,100% Jim.❤,Positive,32,0,2025-01-07 18:36:22,GB,25,10,100 % de Jim... . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
UgxiuE51nvaQp8ec1ZF4AaABAg,i4CAwjfY-dU,9/11: How America’s worst terror attack unfolded,@wwhosalexx,UCYVndCOiSu-Sxzfr3NtJKwQ,"my dad, he decided to not go in work, called in sick the day of 9/11, he worked in nyc, where 9/11 happened. I was about to cry when my other dad told me about it, he could have died, my family would have never happened if he went to work. 😢",Positive,6,0,2024-05-01 20:52:44,GB,25,241,"mon père, il a décidé de ne pas aller au travail, a appelé malade le jour du 11 septembre, il travaillait à nyc, où le 11 septembre s'est passé. J'étais sur le point de pleurer quand mon autre père m'en a parlé, il aurait pu mourir, ma famille n'aurait jamais eu lieu s'il était allé au travail. .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
UgyiIMg2D_vn21Gkikd4AaABAg,v68woFABJ5U,Impressive Python Resume Projects,@mickaelgindroz8353,UCZtGRjM4eL8_SMAA6eoiraA,Any new C++ tutorial coming? I feel like they stopped early,Negative,0,0,2022-02-04 19:03:22,US,27,59,Un nouveau tutoriel C++ arrive ? J'ai l'impression qu'ils se sont arrêtés tôt
Ugy2Ewu5LFLkfbQKwQZ4AaABAg,W4m3tGoCG64,This is the Best Weapon for Self-Defense,@gw7624,UC1Ymj7-XFO76x6nIn3XDzhw,Dude is tapped in the head and everyone's acting like he's a super soldier.,Negative,0,0,2025-01-12 03:19:27,CA,26,75,Le mec est tapé dans la tête et tout le monde se comporte comme un super soldat.
UgzgA36lgn05Yaz-XSB4AaABAg,IvtZBUSplr4,The Space Between Self-Esteem and Self Compassion: Kristin Neff at TEDxCentennialParkWomen,@Resejin,UC4IUzEyZ3cW2EUqgT0f21rw,"The whisper chatter at the beginning, the random audio that it picks up... REALLY frustrating",Negative,0,0,2023-10-13 18:01:52,US,25,93,"Le bavardage chuchotant au début, l'audio aléatoire qu'il prend... Vraiment frustrant"
UgwE039EBsDZaTZ82nl4AaABAg,-zW1zHqsdyc,Angular 2 In 60 Minutes,@abhaygoswami7021,UCwWlmzrQ_cOVLkOw3DQ3HDw,Please make a Vue.js course on Udemy .,Neutral,0,0,2018-10-13 00:38:31,US,27,38,S'il vous plaît faire un cours Vue.js sur l'Udemy .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
UgyouD4R2rbIm65fEip4AaABAg,Nsjm2nYBzxM,The otter chose the man to be its family #shorts #animals #otter #family #pets,@Iamthejellyfishgypsy,UCrPO6mjbqeLn21uSzYPziNA,Swwwweeet! How adorable!!!!,Positive,0,0,2025-01-10 12:01:11,US,15,27,Swwwweeet! Comme c'est adorable !!!! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
UgxkQDcuM-VOzBxcJeB4AaABAg,8b0Fzb3NWoQ,Finding the athlete with the highest jump🤯​⁠​⁠@TannerWittNation  #jump #challenge #athlete,@emersyngrove,UCUMpxB4Tbri6GGaR8vmGM4w,do ypkrae,Neutral,0,0,2025-01-11 02:24:18,US,17,9,Ne pas faire de ypkrae (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae) ou d'autres substances (ypkrae)
Ugwc2WP_jPc8k0-_bWl4AaABAg,dsWOG5Q5e3A,POV: You have 11 sisters… 😳😡 #shorts,@FelicidadAsirit,UCGoIyaFU4-NSVtfR2YAB4Vw,11 sisters❌                                                 7 sisters✅,Negative,0,0,2025-01-12 06:36:58,GB,24,70,11 soeurs 7 soeurs
Ugz6wu41MhuqV1fMA_14AaABAg,QIlI7YquuRY,How I Learned to Type Really Fast (150 Words/Minute),@ashish_prajapati_tr,UCDXgBpMe3fh2XTyAekuAzkA,"You have started uploading your videos in 4k.
This is so amazing.
I watch your videos in 1440p. Looks so good",Positive,24,0,2020-12-07 17:37:11,IN,27,109,Vous avez commencé à télécharger vos vidéos en 4k. C'est tellement incroyable. Je regarde vos vidéos en 1440p.
UgyThWzFNS6H-dLleTV4AaABAg,8WWRJBvw6Q4,PORN: Is it REALLY a Bad Habit? | Louder with Crowder,@adambonus4320,UCRDD74sdQSscUwVT9jb1wnA,Says the abusive ex hubby 😜,Negative,0,0,2024-02-25 04:03:02,US,25,27,Dit l'ex tumultueux houpé par . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
UgxLovEvbep4iKVJO1h4AaABAg,NB5rL0siciI,Rogan ADMITS Trump LIED TO HIS FACE. | The Kyle Kulinski Show,@JordanLavalle-jl3vt,UCBfQPoRumcDOrVeRLbodBnQ,"spot on. many of us can see this, its hard to package it up the bullshit like this. well done",Positive,0,0,2024-12-01 17:29:38,US,25,93,"Spot on. Beaucoup d'entre nous peuvent voir ça, c'est dur de l'emballer comme ça."
Ugx8hDZtz4kxQE-0ne94AaABAg_aug,O2MBPqbrbVM,He was confident he'd figured out HOW to BEAT Tyson. But Mike brought him back to reality #shorts,AugmentedUser,AugmentedCID,Stop with the endless chatter.,Negative,0,0,2025-02-03 14:40:55,AU,17,30,Arrête avec le bavardage sans fin.
UgyAFzsvn_9-f8HtZD94AaABAg,EKQIqImsKIg,Mehdi Hasan SPILLS THE TEA On Leaving MSNBC,@manbah01,UCy0g_W-o2tSJXhECd9Gq9NQ,Well done!,Positive,0,0,2024-03-02 01:07:30,US,25,10,Bien joué !
UgzCpdUostJS55vvnAl4AaABAg,qFJeN9V1ZsI,Keras with TensorFlow Course - Python Deep Learning and Neural Networks for Beginners Tutorial,@seanolivieri4829,UCaOrEsWEf9E163JlPSUzW8w,"Many thanks for all the videos! I totally love them.
I have a question? If I want to detect and object within a pic how would I need to prepare the dataset? I already have the labels of the objects and a bunch of photos, the train valid and test datasets",Positive,0,0,2023-10-01 22:18:06,US,27,254,"Merci beaucoup pour toutes les vidéos! Je les aime totalement. J'ai une question? Si je veux détecter et objecter dans une photo comment aurais-je besoin de préparer l'ensemble de données? J'ai déjà les étiquettes des objets et un tas de photos, le train valide et les ensembles de données de test"
UgztnEEH3P2FHv_Xj754AaABAg,cE_S3g3u2sE,"Buick LeSabre is back after sitting 4 YEARS! NEW Fuel System, Some Paint, and CRUISE!",@DiscountJDM,UCdtTmRi32sGYB_rzN18NC2g,You know it’s a great day when a guy pulls out the ole’ pocket computer and sees that the best automotive channel on the site has posted 🔥!,Positive,7,0,2025-01-11 05:21:20,CA,17,139,"Vous le savez, c'est un grand jour quand un gars sort l'ordinateur de poche oléique et voit que le meilleur canal de l'automobile sur le site a posté .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ."
UgyNCMFrohF8azz4nG54AaABAg,WRnNcFqK4wc,LIFT THE TOP CHALLENGE #shorts,@briankigochi9731,UC4hGEgVe87ZxqUFjU5SRruA,When she wears her glasses and the way she takes the money!!🤣🤣🤣🤣🤣 too funny!!!,Positive,7,0,2025-01-09 21:02:09,AU,26,78,Quand elle porte ses lunettes et la façon dont elle prend l'argent!! ► trop drôle!!!
UgxRU7RdC-0uAYu2F6d4AaABAg,LSlTdggZVeg,Worlds Biggest Arms VS The Unbendable Bar,@mrloopreviewer667,UC3Hm_47d1wUbc48D75S92WA,Imagine getting a punch from this guy,Neutral,21,1,2025-01-04 15:01:33,US,26,37,Imaginez un coup de poing de ce gars
UgyPPSm9OQJ7xESuQAh4AaABAg,fqUDDCH1gMk,Roger Stone's Friends Turn on Him,@cockyrooster361,UCvRxbwPVhyYiqQsbV1uOvew,The rats are leaving the ship...... LOLOL,Positive,9,0,2019-02-09 04:51:28,US,25,41,Les rats quittent le vaisseau...
UgxucNzJodR6u0SsP4V4AaABAg,FJGCFdVTFlA,He brought $200 Caviar 💰🤑,@pwndering_my_orb,UCbrfe5HBdlVNH7U8oGEGUWQ,"I can feel the holy spirit of this person, my good such an aura 10/10
he buys food on a internet video, such a nice guy",Positive,13,1,2025-01-10 09:40:17,AU,26,119,"Je peux sentir l'esprit saint de cette personne, ma bonne telle aura 10/10 il achète de la nourriture sur une vidéo d'Internet, un si gentil gars"
UgxT0R0IJwvHZwnMb954AaABAg,-1zMC37hT3Y,SPRING ROLLS EXACTLY LIKE TAKEOUT #SHORTS,@aquarianfirehorse667,UCwGLNtmIJz9pp16AeVP6g8A,"Looks so easy, i tried it took me a whole day",Neutral,0,0,2025-01-13 14:19:37,AU,26,45,"Ça m'a l'air si facile, j'ai essayé toute une journée."
UgywtfZksCXZKGZeUq94AaABAg,XkL3SUioNvo,#40 Python Tutorial for Beginners | Recursion,@sharangees6416,UCdQbsh7FBVGP4__hkig_JwQ,"Thnks Telusko ,i just impressed my girl with ur video !!",Positive,0,0,2023-07-19 07:51:25,IN,27,56,"Thnks Telusko, j'ai juste impressionné ma fille avec la vidéo ur !!"
